country, year, suicide_no, population, suicide/100K pop, suicide_rate_trend
France, 1989, 11684.0, 5.23377E7, 313.90, Decrease, -6.83
France, 1990, 11454.0, 5.30165E7, 304.20, Decrease, -9.70
France, 1991, 11650.0, 5.33875E7, 304.71, Increase, 0.51
France, 1992, 11671.0, 5.37067E7, 298.77, Decrease, -5.94
France, 1993, 12243.0, 5.40008E7, 311.01, Increase, 12.24
France, 1994, 12206.0, 5.42639E7, 309.28, Decrease, -1.73
France, 1995, 11747.0, 5.43546E7, 293.97, Decrease, -15.31
France, 1996, 11370.0, 5.46371E7, 282.45, Decrease, -11.52
France, 1997, 11084.0, 5.49094E7, 266.34, Decrease, -16.11
France, 1998, 10664.0, 5.53793E7, 258.52, Decrease, -7.82
France, 1999, 10283.0, 5.4910712E7, 250.36, Decrease, -8.16
France, 2000, 10692.0, 5.514252E7, 250.83, Increase, 0.47
France, 2001, 10593.0, 5.5382664E7, 251.78, Increase, 0.95
France, 2002, 10645.0, 5.5806444E7, 242.08, Decrease, -9.70
France, 2003, 10802.0, 5.623504E7, 239.27, Decrease, -2.81
France, 2004, 10853.0, 5.6676396E7, 238.24, Decrease, -1.03
France, 2005, 10606.0, 5.7019408E7, 229.19, Decrease, -9.05
France, 2006, 10499.0, 5.763712E7, 227.25, Decrease, -1.94
France, 2007, 10074.0, 5.8023156E7, 213.59, Decrease, -13.66
France, 2008, 10322.0, 5.8367464E7, 216.70, Increase, 3.11
France, 2009, 10491.0, 5.8663416E7, 217.79, Increase, 1.09
France, 2010, 10376.0, 5.895838E7, 212.71, Decrease, -5.08
France, 2011, 10350.0, 5.9249736E7, 209.81, Decrease, -2.90
France, 2012, 9745.0, 5.9559108E7, 200.60, Decrease, -9.21
France, 2013, 9706.0, 5.9861464E7, 197.56, Decrease, -3.04
France, 2014, 8901.0, 6.0198176E7, 181.70, Decrease, -15.86
Georgia, 1990, 1922.0, 1.0709372E7, 106.58, N/A, N/A
Georgia, 1991, 179.0, 5015700.0, 61.35, Decrease, -45.23
Georgia, 1992, 205.0, 4988200.0, 60.37, Decrease, -0.98
Georgia, 1994, 129.0, 4534950.0, 46.83, Decrease, -13.54
Georgia, 1995, 141.0, 4413900.0, 41.96, Decrease, -4.87
Georgia, 1996, 149.0, 4313150.0, 44.10, Increase, 2.14
Georgia, 1997, 181.0, 4242150.0, 65.46, Increase, 21.36
Georgia, 1998, 152.0, 4209250.0, 54.55, Decrease, -10.91
Georgia, 1999, 183.0, 4187300.0, 59.71, Increase, 5.16
Georgia, 2000, 134.0, 4165250.0, 52.92, Decrease, -6.79
Georgia, 2001, 102.0, 4140350.0, 39.90, Decrease, -13.02
Georgia, 2004, 166.0, 4061350.0, 52.37, Increase, 12.47
Georgia, 2005, 100.0, 4119050.0, 47.25, Decrease, -5.12
Georgia, 2006, 73.0, 4153400.0, 25.31, Decrease, -21.94
Georgia, 2007, 95.0, 4144700.0, 27.84, Increase, 2.53
Georgia, 2009, 175.0, 4139950.0, 54.49, Increase, 26.65
Georgia, 2010, 128.0, 4179250.0, 50.01, Decrease, -4.48
Georgia, 2011, 94.0, 4197200.0, 29.60, Decrease, -20.41
Georgia, 2012, 107.0, 4187700.0, 39.05, Increase, 9.45
Georgia, 2013, 142.0, 4178300.0, 43.31, Increase, 4.26
Georgia, 2014, 196.0, 3518800.0, 72.57, Increase, 29.26
Georgia, 2015, 172.0, 3467000.0, 68.53, Decrease, -4.04
Germany, 1990, 11281.0, 6.95162E7, 184.53, N/A, N/A
Germany, 1991, 14088.0, 7.56258E7, 258.48, Increase, 73.95
Germany, 1992, 13570.0, 7.6314608E7, 250.46, Decrease, -8.02
Germany, 1993, 13010.0, 7.6973E7, 243.20, Decrease, -7.26
Germany, 1994, 12883.0, 7.72536E7, 236.83, Decrease, -6.37
Germany, 1995, 12765.0, 7.74624E7, 229.62, Decrease, -7.21
Germany, 1996, 12397.0, 7.7721792E7, 227.32, Decrease, -2.30
Germany, 1997, 12285.0, 7.7914E7, 216.14, Decrease, -11.18
Germany, 1998, 11764.0, 7.7959392E7, 205.67, Decrease, -10.47
Germany, 1999, 11193.0, 7.8036608E7, 194.65, Decrease, -11.02
Germany, 2000, 11100.0, 7.8117856E7, 187.64, Decrease, -7.01
Germany, 2001, 11064.0, 7.8269648E7, 185.03, Decrease, -2.61
Germany, 2002, 11126.0, 7.8489856E7, 184.58, Decrease, -0.45
Germany, 2003, 11113.0, 7.8604872E7, 182.47, Decrease, -2.11
Germany, 2004, 10779.0, 7.8640376E7, 176.72, Decrease, -5.75
Germany, 2005, 10370.0, 7.8675824E7, 167.23, Decrease, -9.49
Germany, 2006, 9828.0, 7.8677176E7, 156.18, Decrease, -11.05
Germany, 2007, 9442.0, 7.8656152E7, 149.50, Decrease, -6.68
Germany, 2008, 9456.0, 7.8565136E7, 146.90, Decrease, -2.60
Germany, 2009, 9591.0, 7.8297688E7, 146.75, Decrease, -0.15
Germany, 2010, 9894.0, 7.8105944E7, 150.90, Increase, 4.15
Germany, 2011, 10020.0, 7.8091944E7, 151.57, Increase, 0.67
Germany, 2012, 9857.0, 7.821632E7, 149.68, Decrease, -1.89
Germany, 2013, 9969.0, 7.7154928E7, 150.52, Increase, 0.84
Germany, 2014, 10147.0, 7.7200416E7, 153.84, Increase, 3.32
Germany, 2015, 9953.0, 7.77616E7, 149.66, Decrease, -4.18
Greece, 1985, 2719.0, 1.7550566E7, 99.92, N/A, N/A
Greece, 1986, 379.0, 9316300.0, 56.24, Decrease, -43.68
Greece, 1987, 406.0, 9386800.0, 61.26, Increase, 5.02
Greece, 1988, 406.0, 9436400.0, 62.63, Increase, 1.37
Greece, 1989, 395.0, 9514200.0, 59.06, Decrease, -3.57
Greece, 1990, 347.0, 9605100.0, 50.59, Decrease, -8.47
Greece, 1991, 373.0, 9709187.0, 52.48, Increase, 1.89
Greece, 1992, 358.0, 9826492.0, 51.57, Decrease, -0.91
Greece, 1993, 415.0, 9924504.0, 54.87, Increase, 3.30
Greece, 1994, 359.0, 1.0014491E7, 47.84, Decrease, -7.03
Greece, 1995, 366.0, 1.0096485E7, 47.86, Increase, 0.02
Greece, 1996, 362.0, 1.0173336E7, 48.33, Increase, 0.47
Greece, 1997, 373.0, 1.0243433E7, 46.95, Decrease, -1.38
Greece, 1998, 408.0, 1.0305297E7, 49.62, Increase, 2.67
Greece, 1999, 380.0, 1.035751E7, 46.05, Decrease, -3.57
Greece, 2000, 384.0, 1.0398598E7, 45.85, Decrease, -0.20
Greece, 2001, 336.0, 1.0420453E7, 39.76, Decrease, -6.09
Greece, 2002, 318.0, 1.0446886E7, 37.49, Decrease, -2.27
Greece, 2003, 382.0, 1.048064E7, 43.04, Increase, 5.55
Greece, 2004, 341.0, 1.0512143E7, 37.81, Decrease, -5.23
Greece, 2005, 384.0, 1.0537496E7, 43.43, Increase, 5.62
Greece, 2006, 391.0, 1.0572195E7, 45.44, Increase, 2.01
Greece, 2007, 361.0, 1.0617765E7, 42.99, Decrease, -2.45
Greece, 2008, 346.0, 1.0647533E7, 33.96, Decrease, -9.03
Greece, 2009, 396.0, 1.0672683E7, 42.82, Increase, 8.86
Greece, 2010, 374.0, 1.0691742E7, 39.60, Decrease, -3.22
Greece, 2011, 472.0, 1.0692972E7, 48.45, Increase, 8.85
Greece, 2012, 497.0, 1.0515498E7, 51.04, Increase, 2.59
Greece, 2013, 545.0, 1.0408592E7, 57.86, Increase, 6.82
Greece, 2014, 539.0, 1.0354106E7, 55.19, Decrease, -2.67
Greece, 2015, 538.0, 1.0313537E7, 57.72, Increase, 2.53
Grenada, 1985, 83.0, 1262491.0, 40.95, N/A, N/A
Grenada, 1988, 4.0, 86515.0, 46.80, Increase, 5.85
Grenada, 1989, 4.0, 82572.0, 65.09, Increase, 18.29
Grenada, 1990, 2.0, 81833.0, 24.75, Decrease, -40.34
Grenada, 1991, 0.0, 82000.0, 0.00, Decrease, -24.75
Grenada, 1992, 0.0, 83815.0, 0.00, Remain, 0.00
Grenada, 1993, 3.0, 85146.0, 34.21, Increase, 34.21
Grenada, 1994, 4.0, 86918.0, 60.82, Increase, 26.61
Grenada, 1995, 0.0, 88379.0, 0.00, Decrease, -60.82
Grenada, 1996, 2.0, 89643.0, 63.91, Increase, 63.91
Grenada, 2001, 0.0, 91186.0, 0.00, Decrease, -63.91
Grenada, 2002, 0.0, 91777.0, 0.00, Remain, 0.00
Grenada, 2003, 4.0, 92448.0, 69.18, Increase, 69.18
Grenada, 2004, 1.0, 93135.0, 13.37, Decrease, -55.81
Grenada, 2005, 5.0, 93689.0, 85.12, Increase, 71.75
Grenada, 2006, 2.0, 94117.0, 85.59, Increase, 0.47
Grenada, 2007, 3.0, 94465.0, 48.34, Decrease, -37.25
Grenada, 2008, 0.0, 94668.0, 0.00, Decrease, -48.34
Grenada, 2009, 0.0, 94835.0, 0.00, Remain, 0.00
Grenada, 2010, 0.0, 95048.0, 0.00, Remain, 0.00
Grenada, 2011, 1.0, 95078.0, 20.73, Increase, 20.73
Grenada, 2012, 2.0, 95385.0, 18.01, Decrease, -2.72
Grenada, 2013, 0.0, 95845.0, 0.00, Decrease, -18.01
Grenada, 2014, 0.0, 96385.0, 0.00, Remain, 0.00
Grenada, 2015, 0.0, 96919.0, 0.00, Remain, 0.00
Grenada, 2016, 0.0, 82525.0, 0.00, Remain, 0.00
Guatemala, 1986, 203.0, 6924188.0, 42.84, N/A, N/A
Guatemala, 1987, 241.0, 7108740.0, 57.92, Increase, 15.08
Guatemala, 1988, 174.0, 7300076.0, 47.24, Decrease, -10.68
Guatemala, 1989, 152.0, 7493108.0, 35.23, Decrease, -12.01
Guatemala, 1990, 158.0, 7683992.0, 34.07, Decrease, -1.16
Guatemala, 1991, 156.0, 7880665.0, 33.52, Decrease, -0.55
Guatemala, 1992, 173.0, 8069672.0, 38.25, Increase, 4.73
Guatemala, 1993, 165.0, 8254958.0, 31.17, Decrease, -7.08
Guatemala, 1994, 142.0, 8443914.0, 25.90, Decrease, -5.27
Guatemala, 1995, 211.0, 8641512.0, 34.13, Increase, 8.23
Guatemala, 1996, 157.0, 8832326.0, 30.05, Decrease, -4.08
Guatemala, 1997, 179.0, 9044205.0, 26.51, Decrease, -3.54
Guatemala, 1998, 201.0, 9273529.0, 37.06, Increase, 10.55
Guatemala, 1999, 234.0, 9512666.0, 36.50, Decrease, -0.56
Guatemala, 2000, 182.0, 9755585.0, 27.42, Decrease, -9.08
Guatemala, 2001, 202.0, 1.0015097E7, 30.59, Increase, 3.17
Guatemala, 2002, 258.0, 1.0277166E7, 40.53, Increase, 9.94
Guatemala, 2003, 253.0, 1.054298E7, 37.34, Decrease, -3.19
Guatemala, 2004, 250.0, 1.0817808E7, 29.93, Decrease, -7.41
Guatemala, 2005, 238.0, 1.1104906E7, 32.61, Increase, 2.68
Guatemala, 2006, 298.0, 1.1397134E7, 41.95, Increase, 9.34
Guatemala, 2007, 327.0, 1.1708397E7, 40.27, Decrease, -1.68
Guatemala, 2008, 492.0, 1.2032885E7, 54.76, Increase, 14.49
Guatemala, 2009, 511.0, 1.2359945E7, 57.57, Increase, 2.81
Guatemala, 2010, 352.0, 1.2682151E7, 35.43, Decrease, -22.14
Guatemala, 2011, 359.0, 1.3017342E7, 34.69, Decrease, -0.74
Guatemala, 2012, 420.0, 1.3335425E7, 41.80, Increase, 7.11
Guatemala, 2013, 455.0, 1.3641878E7, 40.69, Decrease, -1.11
Guatemala, 2014, 512.0, 1.394719E7, 45.88, Increase, 5.19
Guatemala, 2015, 494.0, 1.4258397E7, 44.85, Decrease, -1.03
Guyana, 1988, 56.0, 654894.0, 91.92, N/A, N/A
Guyana, 1989, 94.0, 654104.0, 184.88, Increase, 92.96
Guyana, 1990, 89.0, 653426.0, 177.06, Decrease, -7.82
Guyana, 1991, 105.0, 654620.0, 232.84, Increase, 55.78
Guyana, 1992, 78.0, 656713.0, 182.15, Decrease, -50.69
Guyana, 1993, 72.0, 658831.0, 116.81, Decrease, -65.34
Guyana, 1994, 86.0, 660582.0, 162.20, Increase, 45.39
Guyana, 1995, 99.0, 661682.0, 208.72, Increase, 46.52
Guyana, 1996, 60.0, 659048.0, 128.31, Decrease, -80.41
Guyana, 1997, 40.0, 657584.0, 82.65, Decrease, -45.66
Guyana, 1998, 35.0, 657089.0, 64.86, Decrease, -17.79
Guyana, 1999, 163.0, 657094.0, 313.62, Increase, 248.76
Guyana, 2001, 197.0, 660426.0, 380.76, Increase, 67.14
Guyana, 2002, 176.0, 662839.0, 311.93, Decrease, -68.83
Guyana, 2003, 198.0, 664705.0, 382.54, Increase, 70.61
Guyana, 2004, 186.0, 666308.0, 400.00, Increase, 17.46
Guyana, 2005, 169.0, 667709.0, 333.96, Decrease, -66.04
Guyana, 2006, 201.0, 668408.0, 394.60, Increase, 60.64
Guyana, 2007, 185.0, 668788.0, 373.75, Decrease, -20.85
Guyana, 2008, 168.0, 669253.0, 353.62, Decrease, -20.13
Guyana, 2009, 156.0, 670155.0, 301.78, Decrease, -51.84
Guyana, 2010, 205.0, 671825.0, 403.07, Increase, 101.29
Guyana, 2011, 192.0, 675283.0, 349.53, Decrease, -53.54
Guyana, 2012, 206.0, 679356.0, 367.98, Increase, 18.45
Guyana, 2013, 210.0, 683867.0, 356.38, Decrease, -11.60
Hungary, 1991, 3993.0, 9757766.0, 575.00, N/A, N/A
Hungary, 1992, 4000.0, 9754956.0, 570.26, Decrease, -4.74
Hungary, 1993, 3694.0, 9747902.0, 539.28, Decrease, -30.98
Hungary, 1994, 3625.0, 9740817.0, 535.81, Decrease, -3.47
Hungary, 1995, 3366.0, 9737248.0, 493.42, Decrease, -42.39
Hungary, 1996, 3436.0, 9737250.0, 482.74, Decrease, -10.68
Hungary, 1997, 3208.0, 9737781.0, 470.44, Decrease, -12.30
Hungary, 1998, 3245.0, 9734373.0, 436.78, Decrease, -33.66
Hungary, 1999, 3326.0, 9553064.0, 483.88, Increase, 47.10
Hungary, 2000, 3269.0, 9527034.0, 464.56, Decrease, -19.32
Hungary, 2001, 2978.0, 9704598.0, 408.98, Decrease, -55.58
Hungary, 2002, 2839.0, 9680164.0, 382.75, Decrease, -26.23
Hungary, 2003, 2800.0, 9652533.0, 372.04, Decrease, -10.71
Hungary, 2004, 2742.0, 9630044.0, 369.47, Decrease, -2.57
Hungary, 2005, 2619.0, 9608943.0, 352.01, Decrease, -17.46
Hungary, 2006, 2461.0, 9591110.0, 312.66, Decrease, -39.35
Hungary, 2007, 2450.0, 9572938.0, 327.32, Increase, 14.66
Hungary, 2008, 2476.0, 9552784.0, 331.68, Increase, 4.36
Hungary, 2009, 2460.0, 9534237.0, 310.72, Decrease, -20.96
Hungary, 2010, 2489.0, 9514005.0, 321.31, Increase, 10.59
Hungary, 2011, 2420.0, 9495011.0, 299.85, Decrease, -21.46
Hungary, 2012, 2349.0, 9453181.0, 305.96, Increase, 6.11
Hungary, 2013, 2092.0, 9433840.0, 266.23, Decrease, -39.73
Hungary, 2014, 1925.0, 9412788.0, 244.31, Decrease, -21.92
Hungary, 2015, 1868.0, 9389519.0, 257.27, Increase, 12.96
Iceland, 1985, 1761.0, 8432170.0, 241.34, N/A, N/A
Iceland, 1986, 33.0, 220600.0, 175.66, Decrease, -65.68
Iceland, 1987, 37.0, 222400.0, 215.08, Increase, 39.42
Iceland, 1988, 35.0, 225500.0, 205.35, Decrease, -9.73
Iceland, 1989, 35.0, 229300.0, 167.98, Decrease, -37.37
Iceland, 1990, 22.0, 231700.0, 110.12, Decrease, -57.86
Iceland, 1991, 41.0, 233100.0, 185.16, Increase, 75.04
Iceland, 1992, 36.0, 235900.0, 194.88, Increase, 9.72
Iceland, 1993, 28.0, 238600.0, 122.89, Decrease, -71.99
Iceland, 1994, 26.0, 240600.0, 109.02, Decrease, -13.87
Iceland, 1995, 25.0, 242700.0, 125.44, Increase, 16.42
Iceland, 1996, 28.0, 244800.0, 134.23, Increase, 8.79
Iceland, 1997, 32.0, 246452.0, 172.78, Increase, 38.55
Iceland, 1998, 33.0, 249191.0, 164.02, Decrease, -8.76
Iceland, 1999, 30.0, 252795.0, 141.09, Decrease, -22.93
Iceland, 2000, 31.0, 256433.0, 128.92, Decrease, -12.17
Iceland, 2001, 50.0, 260320.0, 207.99, Increase, 79.07
Iceland, 2002, 36.0, 264202.0, 163.06, Decrease, -44.93
Iceland, 2003, 30.0, 266156.0, 131.24, Decrease, -31.82
Iceland, 2004, 26.0, 268189.0, 100.97, Decrease, -30.27
Iceland, 2005, 35.0, 271331.0, 168.81, Increase, 67.84
Iceland, 2006, 33.0, 274528.0, 115.00, Decrease, -53.81
Iceland, 2007, 32.0, 282814.0, 106.39, Decrease, -8.61
Iceland, 2008, 37.0, 289503.0, 163.29, Increase, 56.90
Iceland, 2009, 38.0, 296723.0, 136.09, Decrease, -27.20
Iceland, 2010, 37.0, 295799.0, 128.29, Decrease, -7.80
Iceland, 2011, 46.0, 294396.0, 184.29, Increase, 56.00
Iceland, 2012, 26.0, 295474.0, 88.37, Decrease, -95.92
Iceland, 2013, 37.0, 297669.0, 145.41, Increase, 57.04
Iceland, 2014, 49.0, 301120.0, 221.24, Increase, 75.83
Iceland, 2015, 44.0, 304991.0, 197.96, Decrease, -23.28
Iceland, 2016, 46.0, 311115.0, 165.55, Decrease, -32.41
Ireland, 1985, 86.0, 1542203.0, 129.71, N/A, N/A
Ireland, 1986, 279.0, 3205800.0, 103.20, Decrease, -26.51
Ireland, 1987, 264.0, 3211600.0, 99.17, Decrease, -4.03
Ireland, 1988, 261.0, 3220200.0, 100.61, Increase, 1.44
Ireland, 1989, 261.0, 3216800.0, 111.88, Increase, 11.27
Ireland, 1990, 290.0, 3215200.0, 114.35, Increase, 2.47
Ireland, 1991, 339.0, 3213600.0, 127.36, Increase, 13.01
Ireland, 1992, 357.0, 3255700.0, 129.98, Increase, 2.62
Ireland, 1993, 347.0, 3280900.0, 132.86, Increase, 2.88
Ireland, 1994, 348.0, 3296600.0, 124.13, Decrease, -8.73
Ireland, 1995, 403.0, 3314400.0, 145.52, Increase, 21.39
Ireland, 1996, 410.0, 3339800.0, 145.73, Increase, 0.21
Ireland, 1997, 436.0, 3370751.0, 153.80, Increase, 8.07
Ireland, 1998, 465.0, 3402363.0, 155.66, Increase, 1.86
Ireland, 1999, 477.0, 3437754.0, 155.92, Increase, 0.26
Ireland, 2000, 425.0, 3471676.0, 141.59, Decrease, -14.33
Ireland, 2001, 461.0, 3512623.0, 141.87, Increase, 0.28
Ireland, 2002, 489.0, 3572974.0, 149.25, Increase, 7.38
Ireland, 2003, 455.0, 3640101.0, 137.71, Decrease, -11.54
Ireland, 2004, 437.0, 3693845.0, 129.42, Decrease, -8.29
Ireland, 2005, 470.0, 3754337.0, 131.59, Increase, 2.17
Ireland, 2006, 457.0, 3835014.0, 123.19, Decrease, -8.40
Ireland, 2007, 444.0, 3947885.0, 124.07, Increase, 0.88
Ireland, 2008, 456.0, 4023707.0, 121.88, Decrease, -2.19
Ireland, 2009, 503.0, 4071495.0, 130.44, Increase, 8.56
Ireland, 2010, 517.0, 4132644.0, 128.29, Decrease, -2.15
Ireland, 2011, 496.0, 4270629.0, 124.64, Decrease, -3.65
Ireland, 2012, 539.0, 4202229.0, 134.51, Increase, 9.87
Ireland, 2013, 518.0, 4212379.0, 129.66, Decrease, -4.85
Ireland, 2014, 508.0, 4234959.0, 125.58, Decrease, -4.08
Israel, 1985, 436.0, 4758721.0, 98.51, N/A, N/A
Israel, 1986, 250.0, 3777600.0, 116.22, Increase, 17.71
Israel, 1987, 269.0, 3841400.0, 127.56, Increase, 11.34
Israel, 1988, 283.0, 3908600.0, 136.41, Increase, 8.85
Israel, 1989, 300.0, 3977900.0, 123.16, Decrease, -13.25
Israel, 1990, 354.0, 4065900.0, 170.24, Increase, 47.08
Israel, 1991, 322.0, 4247800.0, 125.65, Decrease, -44.59
Israel, 1992, 368.0, 4481700.0, 140.71, Increase, 15.06
Israel, 1993, 373.0, 4635200.0, 128.88, Decrease, -11.83
Israel, 1994, 379.0, 4760700.0, 138.46, Increase, 9.58
Israel, 1995, 419.0, 4887500.0, 150.27, Increase, 11.81
Israel, 1996, 343.0, 5009500.0, 123.71, Decrease, -26.56
Israel, 1997, 326.0, 5141400.0, 114.12, Decrease, -9.59
Israel, 1998, 371.0, 5270100.0, 124.82, Increase, 10.70
Israel, 1999, 325.0, 5397600.0, 101.07, Decrease, -23.75
Israel, 2000, 369.0, 5534207.0, 102.65, Increase, 1.58
Israel, 2001, 406.0, 5674113.0, 110.56, Increase, 7.91
Israel, 2002, 386.0, 5804556.0, 106.01, Decrease, -4.55
Israel, 2003, 376.0, 5923298.0, 92.23, Decrease, -13.78
Israel, 2004, 429.0, 6033387.0, 99.22, Increase, 6.99
Israel, 2005, 411.0, 6143693.0, 98.31, Decrease, -0.91
Israel, 2006, 423.0, 6256952.0, 102.50, Increase, 4.19
Israel, 2007, 345.0, 6370722.0, 76.54, Decrease, -25.96
Israel, 2008, 344.0, 6485141.0, 76.59, Increase, 0.05
Israel, 2009, 344.0, 6576383.0, 85.58, Increase, 8.99
Israel, 2010, 416.0, 6764659.0, 82.23, Decrease, -3.35
Israel, 2011, 456.0, 6889372.0, 95.48, Increase, 13.25
Israel, 2012, 403.0, 7010833.0, 86.27, Decrease, -9.21
Israel, 2013, 424.0, 7140939.0, 82.56, Decrease, -3.71
Israel, 2014, 383.0, 7275711.0, 75.85, Decrease, -6.71
Israel, 2015, 375.0, 7421402.0, 70.15, Decrease, -5.70
Italy, 1985, 620.0, 2.213342E7, 65.67, N/A, N/A
Italy, 1986, 4762.0, 5.38968E7, 133.46, Increase, 67.79
Italy, 1987, 4687.0, 5.40064E7, 130.96, Decrease, -2.50
Italy, 1988, 4509.0, 5.41231E7, 125.42, Decrease, -5.54
Italy, 1989, 4398.0, 5.4208E7, 122.28, Decrease, -3.14
Italy, 1990, 4391.0, 5.43061E7, 117.81, Decrease, -4.47
Italy, 1991, 4358.0, 5.43267E7, 121.16, Increase, 3.35
Italy, 1992, 4505.0, 5.4021592E7, 117.27, Decrease, -3.89
Italy, 1993, 4546.0, 5.3760264E7, 115.91, Decrease, -1.36
Italy, 1994, 4721.0, 5.3777216E7, 121.98, Increase, 6.07
Italy, 1995, 4497.0, 5.3771372E7, 118.13, Decrease, -3.85
Italy, 1996, 4584.0, 5.380736E7, 118.71, Increase, 0.58
Italy, 1997, 4701.0, 5.3826E7, 116.05, Decrease, -2.66
Italy, 1998, 4646.0, 5.392126E7, 116.13, Increase, 0.08
Italy, 1999, 4452.0, 5.3979304E7, 112.68, Decrease, -3.45
Italy, 2000, 4102.0, 5.3998504E7, 99.65, Decrease, -13.03
Italy, 2001, 4088.0, 5.4051448E7, 98.92, Decrease, -0.73
Italy, 2002, 4024.0, 5.4053624E7, 96.01, Decrease, -2.91
Italy, 2003, 4046.0, 5.4424792E7, 94.00, Decrease, -2.01
Italy, 2004, 4049.0, 5.4773176E7, 93.74, Decrease, -0.26
Italy, 2005, 3990.0, 5.4924568E7, 91.53, Decrease, -2.21
Italy, 2006, 3711.0, 5.5415608E7, 81.45, Decrease, -10.08
Italy, 2007, 3725.0, 5.6195488E7, 82.43, Increase, 0.98
Italy, 2008, 3744.0, 5.6629024E7, 81.49, Decrease, -0.94
Italy, 2009, 3896.0, 5.7049496E7, 81.44, Decrease, -0.05
Italy, 2010, 3966.0, 5.7375844E7, 81.68, Increase, 0.24
Italy, 2011, 4021.0, 5.7401524E7, 81.99, Increase, 0.31
Italy, 2012, 4166.0, 5.6626256E7, 86.53, Increase, 4.54
Italy, 2013, 4233.0, 5.6899648E7, 84.63, Decrease, -1.90
Italy, 2014, 4311.0, 5.7580508E7, 85.51, Increase, 0.88
Italy, 2015, 4127.0, 5.806336E7, 81.49, Decrease, -4.02
Jamaica, 1985, 3783.0, 4.7557948E7, 72.70, N/A, N/A
Jamaica, 1986, 5.0, 2008369.0, 7.88, Decrease, -64.82
Jamaica, 1987, 7.0, 2046639.0, 2.90, Decrease, -4.98
Jamaica, 1988, 9.0, 2066744.0, 6.24, Increase, 3.34
Jamaica, 1989, 3.0, 2087845.0, 3.41, Decrease, -2.83
Jamaica, 1990, 2.0, 2108582.0, 0.80, Decrease, -2.61
Jamaica, 1991, 1.0, 2130760.0, 0.52, Decrease, -0.28
Jamaica, 2000, 2.0, 2147021.0, 1.32, Increase, 0.80
Jamaica, 2001, 3.0, 2370574.0, 1.15, Decrease, -0.17
Jamaica, 2002, 4.0, 2395938.0, 2.39, Increase, 1.24
Jamaica, 2003, 3.0, 2421242.0, 1.11, Decrease, -1.28
Jamaica, 2004, 1.0, 2445613.0, 0.50, Decrease, -0.61
Jamaica, 2005, 10.0, 2468635.0, 4.23, Increase, 3.73
Jamaica, 2006, 42.0, 2493487.0, 22.68, Increase, 18.45
Jamaica, 2009, 7.0, 2508460.0, 2.61, Decrease, -20.07
Jamaica, 2010, 30.0, 2563038.0, 18.89, Increase, 16.28
Jamaica, 2011, 14.0, 2578464.0, 5.32, Decrease, -13.57
Japan, 1985, 1753.0, 3.7108008E7, 43.17, N/A, N/A
Japan, 1986, 23611.0, 1.127366E8, 304.12, Increase, 260.95
Japan, 1987, 25118.0, 1.13598E8, 318.96, Increase, 14.84
Japan, 1988, 23595.0, 1.14277E8, 294.19, Decrease, -24.77
Japan, 1989, 22511.0, 1.1489E8, 282.63, Decrease, -11.56
Japan, 1990, 20899.0, 1.153316E8, 262.22, Decrease, -20.41
Japan, 1991, 20015.0, 1.162008E8, 246.18, Decrease, -16.04
Japan, 1992, 19931.0, 1.16327E8, 236.26, Decrease, -9.92
Japan, 1993, 20664.0, 1.16794E8, 239.32, Increase, 3.06
Japan, 1994, 20611.0, 1.17127E8, 227.09, Decrease, -12.23
Japan, 1995, 20662.0, 1.17268096E8, 228.51, Increase, 1.42
Japan, 1996, 21219.0, 1.176614E8, 228.17, Decrease, -0.34
Japan, 1997, 21925.0, 1.1801E8, 228.43, Increase, 0.26
Japan, 1998, 23907.0, 1.1822E8, 245.40, Increase, 16.97
Japan, 1999, 31338.0, 1.18521E8, 305.89, Increase, 60.49
Japan, 2000, 30954.0, 1.18710392E8, 297.82, Decrease, -8.07
Japan, 2001, 29840.0, 1.19128272E8, 277.22, Decrease, -20.60
Japan, 2002, 29032.0, 1.19542E8, 266.26, Decrease, -10.96
Japan, 2003, 29865.0, 1.19693E8, 268.56, Increase, 2.30
Japan, 2004, 31963.0, 1.19912E8, 281.14, Increase, 12.58
Japan, 2005, 30104.0, 1.20008816E8, 268.17, Decrease, -12.97
Japan, 2006, 30407.0, 1.20347688E8, 268.01, Decrease, -0.16
Japan, 2007, 29695.0, 1.20389E8, 261.56, Decrease, -6.45
Japan, 2008, 30824.0, 1.20334E8, 271.84, Increase, 10.28
Japan, 2009, 30005.0, 1.20206E8, 264.87, Decrease, -6.97
Japan, 2010, 30423.0, 1.2004576E8, 265.91, Increase, 1.04
Japan, 2011, 29519.0, 1.20847504E8, 257.71, Decrease, -8.20
Japan, 2012, 28636.0, 1.20684E8, 250.52, Decrease, -7.19
Japan, 2013, 26275.0, 1.20531E8, 232.89, Decrease, -17.63
Japan, 2014, 25904.0, 1.20316E8, 229.90, Decrease, -2.99
Japan, 2015, 24232.0, 1.20133832E8, 216.24, Decrease, -13.66
Kazakhstan, 1990, 22108.0, 1.03797376E8, 221.95, N/A, N/A
Kazakhstan, 1991, 3188.0, 1.48445E7, 334.48, Increase, 112.53
Kazakhstan, 1992, 3135.0, 1.50602E7, 321.62, Decrease, -12.86
Kazakhstan, 1993, 3525.0, 1.52307E7, 334.31, Increase, 12.69
Kazakhstan, 1994, 3911.0, 1.52486E7, 370.80, Increase, 36.49
